,party,sentence,sentence_coal,score
7459,gruene,mit hilfe einer paritätischen frauenquote für führungspositionen im gesundheitswesen und durch bessere arbeitsbedingungen holen wir mehr frauen in die führungsgremien unseres gesundheitswesens.,zugleich werden wir durch unsere maßnahmen zur fachkräftesicherung dem personalmangel im gesundheitswesen entgegenwirken.,0.778336
7460,gruene,"so gelingt die sozial-ökologische transformation, so schaffen wir nachhaltigen wohlstand und sichern die wettbewerbsfähigkeit unseres landes in einer handlungsfähigen europäischen union.","wir wollen eu-weit die soziale aufwärtskonvergenz befördern, den binnenmarkt vervollständigen, die säule sozialer rechte umsetzen und soziale ungleichheiten bekämpfen.",0.7783248
7461,gruene,diese spitzenqualität muss sich auch in einer entsprechenden infrastruktur abbilden.,für die vor uns liegenden aufgaben braucht es tempo beim infrastrukturausbau.,0.7782764
7462,gruene,die umlagefähigkeit der grundsteuer auf mieter*innen schaffen wir ab.,eine doppelte rentenbesteuerung werden wir auch in zukunft vermeiden.,0.77827275
7463,gruene,"die bestehenden internationalen fonds für klimaanpassung und klimaschutz wollen wir besser ausstatten und setzen uns für einen zusätzlichen fonds zum ausgleich von schäden und verlusten ein, um daraus zum beispiel klimarisikoversicherungen zu finanzieren.", wir werden den energie- und klimafonds (ekf) zu einem klima- und transformationsfonds weiterentwickeln.,0.7781443
7464,gruene,deutschlands vertretung in internationalen organisationen wollen wir besser aufstellen und das engagement stärken.,wir verbessern die repräsentation ostdeutscher in führungspositionen und entscheidungsgremien in allen bereichen.,0.7781234
7465,gruene,"gerade die beziehungen zwischen deutschland und der türkei sind, auch durch die gemeinsame migrationsgeschichte, eng und vielfältig.",uns verbindet das verständnis von deutschland als vielfältige einwanderungsgesellschaft.,0.778108
7466,gruene,"daher werden wir die länder und kommunen, die bereits vor umsetzung des bundesinklusionsgesetzes alle kinder unter dem dach der jugendhilfe vereinen wollen, mit einem bundesmodellprogramm unterstützen.","in einem beteiligungsprozess mit ländern, kommunen und verbänden sollen notwendige anpassungen zur umsetzung der inklusiven jugendhilfe im sgb viii erarbeitet und in dieser legislatur gesetzlich geregelt und fortlaufend evaluiert werden.",0.7779701
7467,gruene,binding treaty) wollen wir unterstützen und aktiv vorantreiben.,"an mitwirkungspflichten, die in der teilhabevereinbarung festgehalten werden, halten wir fest.",0.77784306
7468,gruene,"wir beschleunigen den flächendeckenden ausbau einer einheitlichen ladeinfrastruktur, besonders im ländlichen raum, inklusive schnellladesäulen.",wir werden die förderung für den ausbau der ladeinfrastruktur effektiver und effizienter ausgestalten.,0.77781534
7469,gruene,"wir beschleunigen den flächendeckenden ausbau einer einheitlichen ladeinfrastruktur, besonders im ländlichen raum, inklusive schnellladesäulen.",wir beschleunigen die modernisierung der infrastruktur.,0.7777722
7470,gruene,"deswegen werden wir ein klimaschutz-sofortprogramm auf den weg bringen, das in allen sektoren sofort wirksame maßnahmen anstößt, bestehende ausbauhindernisse beseitigt, naheliegende einsparmöglichkeiten umsetzt und auch die klima-und entwicklungspartnerschaften im sinne des globalen budgetansatzes stärkt.","klimaschutzgesetz wir werden das klimaschutzgesetz noch im jahr 2022 konsequent weiterentwickeln und ein klimaschutz-sofortprogramm mit allen notwendigen gesetzen, verordnungen und maßnahmen auf den weg bringen.",0.7776919
7471,gruene,in demokratischen gesellschaften begründet sich führung durch die kraft der überzeugung.,"7 eine starke demokratie lebt von den menschen, die sie tragen.",0.77764004
7472,gruene,"mit einem demokratiefördergesetz wollen wir ihr engagement und das demokratiebelebender initiativen und organisationen nachhaltig, projektunabhängig und unbürokratisch finanziell absichern.","finanzielle unterstützungsleistungen für regierungsnahe akteure orientieren wir an demokratie, rechtsstaatlichkeit, menschenrechten, der erweiterung von freiräumen für zivilgesellschaftliche akteure und presse und der bekämpfung von korruption.",0.77763456
7473,gruene,"außerdem setzen wir uns für eine stärkung des gesundheitlichen bevölkerungsschutzes ein, um die interdisziplinäre bekämpfung von zukünftigen pandemien sicherzustellen.","83 öffentlicher gesundheitsdienst als lehre aus der pandemie bedarf es eines gestärkten öffentlichen gesundheitsdienstes (ögd), der im zusammenspiel zwischen bund, ländern und kommunen sichergestellt wird.",0.77757555
7474,gruene,"wir werden die planungen und genehmigungen durch vereinfachte verfahren, mehr personal und einheitliche bewertungsmaßstäbe beschleunigen.",wir werden deshalb für effektive und zügige genehmigungsverfahren für fintechs sorgen.,0.7774506
7475,gruene,so schaffen wir die voraussetzungen für notwendige reformen des vn-systems.,die im rahmen ngeu verabredeten qualitativen vorgaben und reformmaßnahmen müssen eingehalten werden.,0.7773469
7476,gruene,für mehr repräsentanz und teilhabe werden wir ein bundespartizipations- und teilhabegesetz vorlegen und das bundesgremienbesetzungsgesetz reformieren.,"wir werden das lobbyregistergesetz nachschärfen, kontakte zu ministerien ab referentenebene einbeziehen und den kreis der eintragungspflichtigen interessenvertretungen grundrechtsschonend und differenziert erweitern.",0.77731395
7477,gruene,"um alle grundschulen auf ihrem weg zu inklusiven orten der ganztagsbildung zu unterstützen, werden wir ein begleitprogramm zur förderung einer integrierten, professionsübergreifenden schulentwicklung auf den weg bringen und damit koordinierungsstellen fördern.",wir wollen den sinnvollen gemeinsamen einsatz von fachkräften im schulischen und außerschulischen bereich ermöglichen.,0.7773138
7478,gruene,"unser ziel ist ein moderner, engagierter staat, der mit einer effizienten, zugänglichen verwaltung transparent, offen und in der lage ist, krisen effektiv zu managen, digitale teilhabe zu sichern und es den bürger*innen insgesamt leicht macht, ihren alltag zu bewältigen und ihre rechte in anspruch zu nehmen.","unser ziel sind leistungsfähige kommunen mit einem hohen maß an entscheidungsfreiheit vor ort, eine verlässliche öffentliche daseinsvorsorge, eine starke wirtschaft und eine engagierte zivilgesellschaft.",0.7772965
7479,gruene,bei der ausschreibung und förderung von öffentlichen vorhaben wollen wir bei der wirtschaftlichkeitsberechnung einen co2-schattenpreis zugrunde legen.,"sollte dies zeitlich nicht gelingen, werden die erhöhten kosten durch den co2-preis ab dem 1.",0.7772602
7480,gruene,"deswegen werden wir ein klimaschutz-sofortprogramm auf den weg bringen, das in allen sektoren sofort wirksame maßnahmen anstößt, bestehende ausbauhindernisse beseitigt, naheliegende einsparmöglichkeiten umsetzt und auch die klima-und entwicklungspartnerschaften im sinne des globalen budgetansatzes stärkt.","dazu gehören auch maßnahmen zum erhalt der biodiversität, zur stärkung der klimaresilienz, zur überwindung von energiearmut und am verursacherprinzip orientierte klimarisikoversicherungen.",0.7772162
7481,gruene,dem werden wir durch eine kontinuierliche anpassung der mittel für die humanitäre hilfe gerecht.,wir werden unseren beitrag zu einer verlässlichen finanzierung humanitärer organisationen leisten.,0.77719593
7482,gruene,"indem wir den schutz der meere und gewässer, des klimas und der böden, der tiere und der pflanzen zum bestandteil unseres wirtschafts- und rechtssystems machen, kann es gelingen, die stabilität der ökosysteme und unserer lebensgrundlagen zu gewährleisten.","wir wollen die biologische vielfalt schützen und verbessern, ihre nachhaltige nutzung sichern und die potenziale 37 des natürlichen klimaschutzes nutzen.",0.7771899
7483,gruene,"sie soll als akteurin für rüstungsbegrenzung, abrüstung und den gemeinsamen kampf gegen die klimakrise gestärkt sowie in ihren aktivitäten zur umsetzung des minsker abkommens unterstützt werden.",wir unterstützen kommunen bei der prävention und bewältigung von starkregenereignissen und der anpassung an den klimawandel.,0.77715087
7484,gruene,dafür wollen wir einen effektiven gesetzesrahmen entwickeln.,wir wollen die qualität der gesetzgebung verbessern.,0.7771187
7485,gruene,die europäische zusammenarbeit im hochschulbereich wollen wir stärken und in diesem sinne das konzept der european universities weiterentwickeln.,"mit europäischen partnerländern fördern wir die zusammenarbeit starker europäischer forschungsstandorte, insbesondere bei ki, und ermöglichen institutionelle freiräume.",0.77711266
7486,gruene,"sie soll gesundheitssysteme weltweit stärken können, damit eine bessere versorgung lokaler bevölkerungen sichergestellt ist und die prävention gegen nichtübertragbare wie übertragbare krankheiten, deren diagnose und die reaktion darauf verbessert werden.",wir stärken die globale gesundheitsarchitektur im rahmen des one health-ansatzes.,0.7770775
7487,gruene,"zielgerichtete abwehr konkreter gefahren ein funktionierender, demokratischer rechtsstaat muss sicherheit gewährleisten und die ihn konstituierenden freiheitsrechte wahren.",dazu gehört der schutz vor kriminalität und die bewahrung der bürgerlichen freiheitsrechte.,0.77703786
7488,gruene,224 ka pi te l 6  wir stärken die multilaterale zusammenarbeit vereinte nationen reformieren ohne die vereinten nationen ist die multilaterale zusammenarbeit an der sozial-ökologischen transformation nicht zu meistern.,"127 wir werden die zusammenarbeit in multilateralen foren wie der unesco, den g7 und g20 stärken und eigene maßnahmen wie den kulturgutretter auch vor dem hintergrund der klimakrise ausbauen.",0.7770187
7489,gruene,wir wollen beteiligung fördern und politische bildung als wichtige querschnittsaufgabe auch auf kommunaler ebene voranbringen.,"wir unterstützen bemühungen in der region, die mehr politische und ökonomische teilhabe der bevölkerung, v.a. von frauen und jungen menschen, ermöglichen.",0.7770052
7490,gruene,"parlament stärken, wahlrecht reformieren der bundestag ist der zentrale ort für öffentliche debatten, rede und gegenrede und entscheidungen unserer demokratie.",dies soll aus der mitte des parlaments geschehen unter einbeziehung möglichst aller demokratischen fraktionen.,0.776928
7491,gruene,"wir wollen daher, dass für 2021 und 2022 die gewerbesteuerausfälle vollständig durch bund und länder übernommen werden.",gemeinsam mit den ländern wollen wir dafür den einkommensbegriff bis mitte 2023 in allen gesetzen harmonisieren.,0.77685106
7492,gruene,"unser ziel ist, die parlamentarische demokratie der europäischen union zu stärken: mit einem parlament, das in allen bereichen gleichberechtigt mit dem rat entscheidet, ein vollwertiges initiativrecht für die gesetzgebung und ein starkes haushaltsrecht erhält.",wir wollen die institutionen und die arbeitsfähigkeit des europarates stärken und gegen alle schwächungsversuche autoritärer europaratsmitglieder verteidigen.,0.77684724
7493,gruene,"um nachvollziehbar zu machen, wofür die regierungen der mitgliedstaaten in brüssel eintreten, setzen wir uns für fristen im rahmen der gesetzgebung ein, bis zu denen eine öffentliche debatte im rat stattgefunden haben muss.","wir werden eine initiative dafür ergreifen, dass kommissionsvorschläge im rahmen einer gesetzten frist öffentlich im rat debattiert werden.",0.77677125
7494,gruene,die un-ziele für nachhaltige entwicklung wollen wir überall als neue leitprinzipien verankern und für eine kohärente politik sorgen.,entwicklungszusammenarbeit wir richten unser handeln an der agenda 2030 der vn mit ihren nachhaltigkeitszielen (sdg) und einer werteorientierten entwicklungspolitik aus.,0.7767557
7495,gruene,"ein europäischer vereinsstatus mit klaren regeln zu gründung, gemeinnützigkeit und auflösung würde vereine dem schutz der eu unterstellen und nationaler willkür entziehen.","2 vertrag über die europäische union (euv) gründet, effektiv schützen.",0.77669686
7496,gruene,"andererseits wollen wir die technologische unabhängigkeit europas durch verstärkte eigenentwicklungen und produktionen, durch vielfältige digitale ökosysteme und offene standards stärken.",dazu wollen wir innovationsregionen nach britischem vorbild schaffen und dafür handlungsspielräume des nationalen wie europäischen rechts nutzen und ausweiten.,0.7766783
7497,gruene,"bei umstrukturierungen sollen die bisherigen tariflichen regelungen gelten, bis ein neuer tarifvertrag abgeschlossen wurde.","betriebsausgliederung bei identität des bisherigen eigentümers zum zwecke der tarifflucht werden wir verhindern, indem wir die fortgeltung des geltenden tarifvertrags sicherstellen.",0.776576
